1 -684243.137757 4.736401 -9.265466 0.118762 125.153197 12.506884 601.291172 206.700401 15.467499 0.095568 94.767192 2.051962 2.114474 3.164587 1.577518 1.834280 6.681109 2.304359 5.579053 27.932551 169.155722 0.000000
1 -667692.380400 11.816235 -4.624536 0.020863 140.931725 19.000867 445.553185 160.103200 124.727167 0.062757 17.599431 2.285538 1.569548 2.390476 1.519457 2.267087 6.880968 1.893021 5.119624 81.368226 133.899941 0.000000
1 -482408.328058 10.120565 11.183864 0.765529 43.247409 38.226632 1696.747599 242.774420 137.380786 0.159962 88.348894 2.649384 2.569745 3.437544 2.645071 2.002133 6.663491 2.502806 6.241074 35.994977 72.495543 0.000000
1 -579642.945515 4.170002 8.910906 0.690627 38.350711 10.630517 1891.340363 186.375230 69.722964 0.267670 148.846158 1.907611 2.584161 2.942928 1.230387 1.963347 7.542279 2.462802 7.737593 85.887834 36.839281 0.000000
1 -651566.047829 3.867749 -4.851113 0.450040 133.405641 17.508991 1682.205829 482.146398 31.031666 0.152962 27.639444 1.762457 2.504814 2.201070 2.370128 1.771294 6.167882 2.095837 6.953685 85.404508 151.159928 0.000000
1 -713826.801291 2.448701 6.540871 0.330366 30.714274 15.468605 1894.150982 297.798988 129.996379 0.287944 168.906431 2.349059 1.419292 3.256809 2.372140 2.315461 6.237066 1.968665 4.838115 90.371758 88.815845 0.000000
1 -422801.722560 -9.407046 -4.049403 0.093174 31.465720 11.036238 1066.799750 904.714575 132.502279 0.473409 145.786548 2.169154 1.927554 4.783648 1.850798 2.061974 7.004102 1.812653 6.676528 84.407604 136.395763 0.000000
1 -608444.134009 -9.698423 6.139254 0.593762 142.579295 18.994987 1779.842121 577.276859 40.416898 0.480592 83.782382 2.133682 1.765504 3.307502 2.252107 2.009244 7.185286 1.771369 7.894128 39.461021 187.701874 0.000000
1 -1510028.301385 -10.164445 -3.143676 0.601782 74.598777 3.322944 1819.246134 749.834020 86.115086 0.328996 109.362925 2.602705 2.140237 4.333485 2.789753 1.813522 6.368790 1.840423 5.130616 66.659655 146.021366 0.000000
1 -674788.175817 -4.622180 7.226347 0.741295 98.054058 15.426738 611.624077 220.281937 23.224650 0.395815 51.545865 2.089474 2.419551 3.900833 2.584671 2.037539 7.200497 2.624413 6.494973 5.771855 74.716640 0.000000
1 -720702.323590 -10.473582 0.852821 0.088508 28.417708 18.830653 1486.272748 906.630260 94.042114 0.271982 121.076841 2.519550 2.104035 2.898172 1.656415 2.424862 7.364795 2.160234 8.272439 55.892455 2.228786 -0.755368
1 -305675.594258 -4.351811 10.920260 0.370996 160.504978 30.251788 1126.434577 894.884056 51.547295 0.466626 12.144982 1.907378 1.700968 4.357612 2.993691 2.076098 7.295812 2.278225 7.649381 82.045052 162.729048 -0.755368
1 -331035.656208 -11.427685 7.722359 0.105523 26.337426 0.422003 1247.032321 289.518501 43.840776 0.494652 60.478591 2.696392 1.417799 3.229474 2.190020 1.777128 7.138311 1.874834 5.690644 3.633893 96.593589 -0.755368
1 -432181.312747 0.310210 -10.065287 0.542801 67.664694 20.917691 1795.359700 190.402186 66.254288 0.041563 149.357932 1.994507 2.313419 4.260873 1.264268 1.990939 6.087968 2.262952 6.395497 46.833061 69.173888 -0.755368
1 -269165.756806 -0.352899 5.186839 0.428903 107.989171 20.780951 1567.637384 349.643078 105.529350 0.209524 61.714939 2.179602 2.546631 2.950830 3.008364 2.309050 6.067800 2.062642 5.142721 91.692692 64.538681 -0.755368
1 -752239.983446 1.481886 5.834087 0.322044 32.376210 13.788116 1898.117570 322.095963 127.514054 0.295803 169.717577 2.346720 2.798757 3.298903 2.377979 2.306290 6.223703 1.936581 8.584878 91.840220 92.426485 -0.755368
