#Nsample
#ln(Lhood)
#O1 : x (arcsec)
#O1 : y (arcsec)
#O1 : emass
#O1 : theta (deg)
#O1 : rc (arcsec)
#O1 : sigma (km/s)
#O2 : sigma (km/s)
#O2 : rcut (arcsec)
#O3 : gamma
#O3 : theta (deg)
#Redshift of B1b
#Redshift of 3.2
#Redshift of 6.3
#Redshift of I1c
#Redshift of 10.1b
#Redshift of 13.2
#Redshift of 14.2
#Redshift of 15.2
#Pot0 rcut (arcsec)
#Pot0 sigma (km/s)
#Chi2
1 -206.424794 -0.101654 0.866060 0.077045 35.115454 12.964723 1116.415375 414.998925 66.999499 0.119960 59.128920 1.888135 2.032904 3.748257 1.907574 1.773039 7.541631 2.305390 5.578855 97.486064 140.490145 498.843059
1 -204.781338 0.110642 0.702980 0.088249 35.391658 12.757784 1115.048158 407.374978 67.245301 0.121845 58.576023 1.900834 2.023254 3.834444 1.914537 1.762362 7.441075 2.353231 5.779595 95.079237 141.910467 495.556148
1 -206.003854 -0.032241 0.794548 0.087335 34.468970 12.981889 1114.541348 406.273895 68.304043 0.119147 58.413708 1.895540 2.049646 3.862012 1.914710 1.782158 7.479032 2.365062 5.932193 97.843771 142.969076 498.001180
1 -201.961744 -0.020439 0.811997 0.083722 34.691390 12.915921 1119.779371 407.572440 62.638968 0.120779 58.701601 1.882428 2.021468 3.820474 1.913216 1.763302 7.469779 2.315729 5.552035 97.816220 140.568102 489.916959
1 -206.746608 0.098788 0.722524 0.087764 35.917661 12.730722 1114.550118 408.425797 65.371563 0.122823 58.727865 1.894873 2.073622 3.763638 1.925443 1.783955 7.640562 2.323469 5.649791 98.247283 140.767452 499.486688
1 -202.013829 -0.000796 0.751701 0.080347 34.624258 12.757452 1117.138920 407.538062 66.600175 0.120156 59.009461 1.890659 1.993666 3.781568 1.916715 1.772275 7.426908 2.325031 5.697845 94.789109 141.042327 490.021130
1 -205.327240 0.100987 0.724998 0.075315 35.296930 12.641420 1117.262947 404.018258 71.500345 0.119960 59.492679 1.908352 2.005824 3.845176 1.918523 1.748430 7.391217 2.367375 5.836621 90.610131 141.737681 496.647952
1 -206.308992 0.065600 0.720379 0.077892 36.382599 12.800289 1123.670193 398.781927 60.665606 0.120412 59.290871 1.888497 2.091089 3.844250 1.915216 1.746100 7.619818 2.323510 5.375820 99.668112 138.598122 498.611456
1 -210.116020 0.017156 0.809683 0.067148 34.814531 12.897835 1121.621682 402.029322 67.861060 0.117581 59.960521 1.898957 2.070199 3.818026 1.916513 1.745141 7.507216 2.336526 5.466328 95.231336 140.264374 506.225512
1 -208.318749 0.007090 0.750760 0.097166 35.052864 12.623574 1107.057811 406.021842 68.080060 0.122063 58.113723 1.899038 2.039955 3.859393 1.927934 1.793700 7.393725 2.379991 5.986209 99.008320 144.105361 502.630971
2 -206.890124 -0.084761 0.796753 0.086855 35.448170 12.829711 1118.819878 413.345619 59.683790 0.122451 58.454789 1.874282 1.999470 3.755767 1.902576 1.770495 7.501299 2.281020 5.419439 99.871997 138.990573 499.773721
2 -208.707111 0.084488 0.746370 0.080404 36.046891 12.846355 1127.039595 401.047741 60.128637 0.122426 59.008027 1.882492 2.007550 3.825595 1.909645 1.744971 7.551824 2.301867 5.453684 94.734744 138.804337 503.407694
2 -207.211680 0.028252 0.807805 0.075352 33.918451 13.097025 1124.746901 409.087267 63.788278 0.118879 59.179018 1.883206 1.980042 3.811274 1.903072 1.742544 7.387328 2.306536 5.482557 94.219968 140.230664 500.416832
2 -205.562001 0.075572 0.735043 0.082013 35.785180 12.739952 1112.441239 402.960348 71.479354 0.119627 59.183580 1.907012 2.098161 3.806593 1.931177 1.795022 7.653597 2.369607 5.976024 96.512704 142.391433 497.117475
2 -204.658575 0.067023 0.647654 0.082908 36.192052 12.702219 1119.542112 410.159400 63.624150 0.121957 58.967275 1.893683 2.008392 3.751712 1.906360 1.759479 7.521113 2.308914 5.503363 95.857511 138.832851 495.310622
2 -204.273229 0.036577 0.727048 0.083123 36.567132 12.481278 1117.981887 397.447573 66.794558 0.122914 59.034552 1.899446 2.011071 3.861466 1.931522 1.763725 7.485786 2.357235 5.838382 91.981395 141.324812 494.539930
2 -204.841173 0.092014 0.693590 0.075045 36.506196 12.708389 1120.333862 399.075744 68.446809 0.120205 59.538295 1.905086 2.057540 3.828394 1.920423 1.756733 7.583143 2.354026 5.735320 93.635890 140.470358 495.675818
