#REFERENCE 0 47.2332780 26.7604950
1 47.2308246 26.7643938 0.0000 0.0000 18.66 0.00
1 47.230825 26.764394 0.0000 0.0000 18.66 0.00
1 47.2308246 26.7643938 0.0000 0.0000 18.66 0.00
1 47.2308246 26.7643938 8.3332 6.5577 18.66 1658.76
2 47.2332780 26.7604950 0.0000 0.0000 157.64 0.00
2 47.233278 26.760495 0.0000 0.0000 157.64 0.00
2 47.2332780 26.7604950 0.0000 0.0000 157.64 0.00
2 47.2332780 26.7604950 7.6509 3.5441 157.64 191.31
3 47.2327520 26.7483817 0.0000 0.0000 21.10 0.00
3 47.232752 26.748382 0.0000 0.0000 21.10 0.00
3 47.2327520 26.7483817 0.0000 0.0000 21.10 0.00
3 47.2327520 26.7483817 1.7443 1.5841 21.10 15.36
4 47.2364870 26.7518727 0.0000 0.0000 53.69 0.00
4 47.236487 26.751873 0.0000 0.0000 53.69 0.00
4 47.2364870 26.7518727 0.0000 0.0000 53.69 0.00
4 47.2364870 26.7518727 1.7224 1.5978 53.69 15.29
5 47.2395940 26.7671047 0.0000 0.0000 -75.49 0.00
5 47.239594 26.767105 0.0000 0.0000 -75.49 0.00
5 47.2395940 26.7671047 0.0000 0.0000 -75.49 0.00
5 47.2395940 26.7671047 1.6913 1.5395 -75.49 13.64
6 47.2507340 26.7633727 0.0000 0.0000 79.34 0.00
6 47.250734 26.763373 0.0000 0.0000 79.34 0.00
6 47.2507340 26.7633727 0.0000 0.0000 79.34 0.00
6 47.2507340 26.7633727 1.6995 1.5307 79.34 13.59
7 47.2210330 26.7540187 0.0000 0.0000 51.76 0.00
7 47.221033 26.754019 0.0000 0.0000 51.76 0.00
7 47.2210330 26.7540187 0.0000 0.0000 51.76 0.00
7 47.2210330 26.7540187 1.9038 1.3502 51.76 11.95
8 47.2330290 26.7612647 0.0000 0.0000 -24.00 0.00
8 47.233029 26.761265 0.0000 0.0000 -24.00 0.00
8 47.2330290 26.7612647 0.0000 0.0000 -24.00 0.00
8 47.2330290 26.7612647 1.9303 1.3126 -24.00 11.27
9 47.2285260 26.7761577 0.0000 0.0000 29.02 0.00
9 47.228526 26.776158 0.0000 0.0000 29.02 0.00
9 47.2285260 26.7761577 0.0000 0.0000 29.02 0.00
9 47.2285260 26.7761577 1.7479 1.3750 29.02 11.07
10 47.2187970 26.7458307 0.0000 0.0000 -57.05 0.00
10 47.218797 26.745831 0.0000 0.0000 -57.05 0.00
10 47.2187970 26.7458307 0.0000 0.0000 -57.05 0.00
10 47.2187970 26.7458307 2.0036 1.2310 -57.05 9.83
11 47.2319430 26.7532627 0.0000 0.0000 54.82 0.00
11 47.231943 26.753263 0.0000 0.0000 54.82 0.00
11 47.2319430 26.7532627 0.0000 0.0000 54.82 0.00
11 47.2319430 26.7532627 2.0991 1.2074 54.82 9.74
12 47.2462320 26.7686757 0.0000 0.0000 -89.97 0.00
12 47.246232 26.768676 0.0000 0.0000 -89.97 0.00
12 47.2462320 26.7686757 0.0000 0.0000 -89.97 0.00
