#REFERENCE 3 47.2332780 26.7604950
1.3 7.104 1.876 0.000 0.000 0.00 1.270 1.48 -16.541 1.717 1.48 0.00
1.3 7.104 1.876 0.000 0.000 0.00 1.270 1.48 -1.697 0.016 1.48 0.00
1.3 7.104 1.876 0.000 0.000 0.00 1.270 1.48 35.320 19.760 1.48 0.00
1.2 9.990 3.869 0.000 0.000 0.00 1.270 -0.10 38.902 22.696 -0.10 0.00
1.1 7.123 3.234 0.000 0.000 0.00 1.270 1.14 -16.050 -0.706 1.14 0.00
1.1 7.123 3.234 0.000 0.000 0.00 1.270 1.14 -1.596 -0.471 1.14 0.00
1.1 7.123 3.234 0.000 0.000 0.00 1.270 1.14 34.555 23.081 1.14 0.00
3.2 -2.778 7.399 0.000 0.000 0.00 1.566 1.15 -9.632 45.449 1.15 0.00
3.2 -2.778 7.399 0.000 0.000 0.00 1.566 1.15 3.283 -2.442 1.15 0.00
3.2 -2.778 7.399 0.000 0.000 0.00 1.566 1.15 15.612 -14.620 1.15 0.00
3.1 -4.479 5.997 0.000 0.000 0.00 1.566 1.46 -15.317 42.973 1.46 0.00
3.1 -4.479 5.997 0.000 0.000 0.00 1.566 1.46 3.786 -1.938 1.46 0.00
3.1 -4.479 5.997 0.000 0.000 0.00 1.566 1.46 14.206 -11.157 1.46 0.00
K2c 1.249 -0.354 0.000 0.000 0.00 1.791 1.65 -23.190 -30.916 1.65 0.00
K2c 1.249 -0.354 0.000 0.000 0.00 1.791 1.65 -24.468 15.995 1.65 0.00
K2c 1.249 -0.354 0.000 0.000 0.00 1.791 1.65 -16.221 -36.719 1.65 0.00
K2c 1.249 -0.354 0.000 0.000 0.00 1.791 1.65 -5.982 -39.654 1.65 0.00
K2c 1.249 -0.354 0.000 0.000 0.00 1.791 1.65 1.051 -38.340 1.65 0.00
K2c 1.249 -0.354 0.000 0.000 0.00 1.791 1.65 1.035 0.430 1.65 0.00
K2c 1.249 -0.354 0.000 0.000 0.00 1.791 1.65 9.529 -38.787 1.65 0.00
K2c 1.249 -0.354 0.000 0.000 0.00 1.791 1.65 24.717 26.048 1.65 0.00
K2b 0.390 -0.888 0.000 0.000 0.00 1.791 2.24 -24.410 -32.019 2.24 0.00
K2b 0.390 -0.888 0.000 0.000 0.00 1.791 2.24 -24.668 18.522 2.24 0.00
K2b 0.390 -0.888 0.000 0.000 0.00 1.791 2.24 -17.336 -39.895 2.24 0.00
K2b 0.390 -0.888 0.000 0.000 0.00 1.791 2.24 -11.334 -40.617 2.24 0.00
K2b 0.390 -0.888 0.000 0.000 0.00 1.791 2.24 1.218 0.501 2.24 0.00
K2b 0.390 -0.888 0.000 0.000 0.00 1.791 2.24 23.115 25.544 2.24 0.00
K2b 0.390 -0.888 0.000 0.000 0.00 1.791 2.24 32.916 -11.542 2.24 0.00
K2a 0.846 -0.892 0.000 0.000 0.00 1.791 2.45 -23.459 -32.547 2.45 0.00
K2a 0.846 -0.892 0.000 0.000 0.00 1.791 2.45 -24.097 17.871 2.45 0.00
K2a 0.846 -0.892 0.000 0.000 0.00 1.791 2.45 -16.599 -37.472 2.45 0.00
K2a 0.846 -0.892 0.000 0.000 0.00 1.791 2.45 -8.476 -40.727 2.45 0.00
K2a 0.846 -0.892 0.000 0.000 0.00 1.791 2.45 2.729 -39.115 2.45 0.00
K2a 0.846 -0.892 0.000 0.000 0.00 1.791 2.45 1.085 0.566 2.45 0.00
K2a 0.846 -0.892 0.000 0.000 0.00 1.791 2.45 6.915 -39.696 2.45 0.00
K2a 0.846 -0.892 0.000 0.000 0.00 1.791 2.45 24.377 24.908 2.45 0.00
K1c 1.548 -0.106 0.000 0.000 0.00 1.791 1.67 -22.788 -30.243 1.67 0.00
K1c 1.548 -0.106 0.000 0.000 0.00 1.791 1.67 -24.568 14.962 1.67 0.00
K1c 1.548 -0.106 0.000 0.000 0.00 1.791 1.67 -16.148 -36.202 1.67 0.00
K1c 1.548 -0.106 0.000 0.000 0.00 1.791 1.67 -3.473 -38.803 1.67 0.00
K1c 1.548 -0.106 0.000 0.000 0.00 1.791 1.67 -0.877 -38.239 1.67 0.00
K1c 1.548 -0.106 0.000 0.000 0.00 1.791 1.67 0.977 0.375 1.67 0.00
K1c 1.548 -0.106 0.000 0.000 0.00 1.791 1.67 11.086 -38.287 1.67 0.00
K1b 0.771 -0.402 0.000 0.000 0.00 1.791 1.63 -24.092 -30.701 1.63 0.00
K1b 0.771 -0.402 0.000 0.000 0.00 1.791 1.63 -24.883 16.803 1.63 0.00
K1b 0.771 -0.402 0.000 0.000 0.00 1.791 1.63 -15.866 -37.410 1.63 0.00
K1b 0.771 -0.402 0.000 0.000 0.00 1.791 1.63 -8.915 -39.896 1.63 0.00
K1b 0.771 -0.402 0.000 0.000 0.00 1.791 1.63 3.763 -38.619 1.63 0.00
