#REFERENCE 3 47.2332780 26.7604950
1	-18.593750	-50.734084	-0.549890	-3.524959	
1	-18.515625	-50.733369	-0.717053	-3.506291	
2	-18.515625	-50.733369	-0.717053	-3.506291	
2	-18.446719	-50.703125	-0.733437	-3.534123	
3	-18.515625	-50.690893	-0.736737	-3.539579	
3	-18.446719	-50.703125	-0.733437	-3.534123	
4	-18.593750	-50.652998	-0.488373	-3.671114	
4	-18.515625	-50.690893	-0.736737	-3.539579	
5	-18.658166	-50.703125	-0.474921	-3.623558	
5	-18.593750	-50.734084	-0.549890	-3.524959	
6	-18.658166	-50.703125	-0.474921	-3.623558	
6	-18.593750	-50.652998	-0.488373	-3.671114	
7	-38.515625	-32.819785	-3.881960	1.677153	
7	-38.437500	-32.890585	-4.131708	1.804269	
8	-38.524798	-32.812500	-3.870692	1.650246	
8	-38.515625	-32.819785	-3.881960	1.677153	
9	-38.437500	-32.890585	-4.131708	1.804269	
9	-38.362406	-32.812500	-4.249728	1.675645	
10	-38.362406	-32.812500	-4.249728	1.675645	
10	-38.420038	-32.734375	-4.162875	1.483177	
11	-38.437500	-32.709299	-4.093717	1.447340	
11	-38.420038	-32.734375	-4.162875	1.483177	
12	-38.524798	-32.812500	-3.870692	1.650246	
12	-38.563120	-32.734375	-3.876251	1.510226	
13	-38.515625	-32.673312	-3.941599	1.445197	
13	-38.437500	-32.709299	-4.093717	1.447340	
14	-38.563120	-32.734375	-3.876251	1.510226	
14	-38.515625	-32.673312	-3.941599	1.445197	
15	-17.848352	-38.593750	1.892107	4.638316	
15	-17.812500	-38.601994	1.892284	4.644442	
16	-17.918819	-38.515625	1.888015	4.609207	
16	-17.890625	-38.519461	1.886891	4.607021	
17	-17.890625	-38.519461	1.886891	4.607021	
17	-17.848352	-38.593750	1.892107	4.638316	
18	-17.812500	-38.527604	1.876086	4.592511	
18	-17.870968	-38.515625	1.884350	4.602841	
19	-17.890625	-38.512112	1.885862	4.605113	
19	-17.870968	-38.515625	1.884350	4.602841	
20	-17.918819	-38.515625	1.888015	4.609207	
20	-17.890625	-38.512112	1.885862	4.605113	
21	-17.728660	-38.671875	1.862507	4.766713	
21	-17.656250	-38.731017	1.699997	4.898672	
22	-17.734375	-38.643898	1.883026	4.711416	
22	-17.728660	-38.671875	1.862507	4.766713	
23	-17.812500	-38.601994	1.892284	4.644442	
23	-17.734375	-38.643898	1.883026	4.711416	
24	-17.656250	-38.731017	1.699997	4.898672	
24	-17.578125	-38.740072	1.538869	4.901584	
25	-17.578125	-38.740072	1.538869	4.901584	
25	-17.500000	-38.737833	1.450964	4.853118	
26	-17.500000	-38.639108	1.417015	4.738779	
