#REFERENCE 3 47.2332780 26.7604950
81   -6.44    3.57  60.58  39.99 153.312    0.39 199.745 1500.000 1329.3 0.356   0.00 1 0 1388.3
81    0.00    0.00  82.75  68.01  67.500    0.19  22.974 339.660  864.8 0.356   0.00 2 1  954.5
81    1.69  -43.61   2.82   2.56  21.100    0.10   0.116  12.805  170.8 0.356  17.76 3 2  219.1
81  -10.32  -31.04   2.76   2.56  53.690    0.07   0.116  12.776  170.6 0.356  17.77 4 3  218.8
81  -20.30   23.79   2.65   2.42 -75.490    0.09   0.109  12.068  165.8 0.356  17.89 5 4  211.6
81  -56.11   10.36   2.68   2.41  79.340    0.10   0.109  12.045  165.7 0.356  17.90 6 5  211.3
81   39.36  -23.31   3.19   2.26  51.760    0.33   0.102  11.293  160.4 0.356  18.04 7 6  203.3
81    0.80    2.77   3.23   2.20 -24.000    0.37   0.099  10.970  158.1 0.356  18.10 8 7  199.8
81   15.27   56.39   2.77   2.18  29.020    0.24   0.098  10.874  157.4 0.356  18.12 9 8  198.7
81   46.55  -52.79   3.34   2.05 -57.050    0.45   0.093  10.242  152.8 0.356  18.25 10 9  191.6
81    4.29  -26.04   3.55   2.04  54.820    0.50   0.092  10.199  152.5 0.356  18.26 11 10  191.1
81  -41.64   29.45   3.20   1.88 -89.970    0.49   0.085   9.391  146.3 0.356  18.44 12 11  181.6
81    0.21    9.90   4.52   1.82 -48.010    0.72   0.082   9.110  144.1 0.356  18.50 13 12  178.2
81    4.62   -1.20   2.10   1.81  54.500    0.15   0.082   9.035  143.5 0.356  18.52 14 13  177.2
81   11.61  -65.34   2.88   1.74 -60.920    0.46   0.079   8.709  140.9 0.356  18.60 15 14  173.1
81   50.28  -38.96   1.90   1.68 -81.440    0.12   0.076   8.407  138.4 0.356  18.68 16 15  169.3
81   29.11   -2.36   1.75   1.63 -55.530    0.07   0.074   8.157  136.3 0.356  18.74 17 16  166.0
81    5.16   20.40   2.47   1.56  65.220    0.43   0.070   7.773  133.1 0.356  18.85 18 17  161.5
