#Nsample
#ln(Lhood)
#O1 : x (arcsec)
#O1 : y (arcsec)
#O1 : emass
#O1 : theta (deg)
#O1 : rc (arcsec)
#O1 : sigma (km/s)
#O2 : rc (arcsec)
#O2 : sigma (km/s)
#O2 : rcut (arcsec)
#Redshift of B1b
#Redshift of 6.3
#Redshift of K2c
#Pot0 rcut (arcsec)
#Pot0 sigma (km/s)
#Chi2
1 -256.591761 -5.351431 2.905933 0.346602 153.253312 40.031078 1380.367604 4.714588 862.135962 47.386255 1.891670 4.969424 1.889739 3.593241 195.812321 568.423473
1 -255.984578 -5.544534 2.947387 0.353396 153.114060 39.725064 1373.252100 4.555940 854.748867 52.219981 1.854877 4.926730 1.883129 2.748581 199.465896 567.209107
1 -257.294531 -5.862514 3.190633 0.362847 153.106747 39.156963 1360.181542 4.710281 864.337919 52.020276 1.857281 4.899204 1.884820 3.228227 194.570625 569.829013
1 -253.671877 -5.752815 3.093555 0.349040 153.101489 40.001478 1382.585937 4.618123 860.062641 48.715621 1.871970 4.731591 1.887419 3.104524 194.768819 562.583704
1 -259.054015 -5.698526 3.142938 0.344437 153.391667 39.985139 1385.194221 4.554274 857.925655 47.233719 1.849319 4.680095 1.876865 3.804795 197.169586 573.347981
1 -255.414234 -5.462451 2.794936 0.351213 152.761248 39.968642 1379.820858 4.551503 854.329722 52.419125 1.873507 4.980933 1.892392 2.053367 199.144635 566.068417
1 -257.224068 -6.265694 3.332803 0.369286 153.217148 39.872173 1361.160932 4.715009 879.481723 49.704128 1.841834 4.943146 1.843826 3.473659 198.578436 569.688087
1 -256.287830 -5.788836 3.047765 0.346328 153.028373 40.044159 1387.551734 4.859055 867.589988 45.552745 1.883443 4.818222 1.889610 3.312871 190.171158 567.815611
1 -256.515947 -5.759744 3.180384 0.351549 153.068033 39.452696 1374.842626 4.746986 859.376693 49.282736 1.860160 4.864352 1.893001 3.260033 195.569386 568.271845
1 -260.751664 -6.613792 3.493934 0.360661 152.841874 39.903658 1373.405365 4.701886 874.701641 49.050600 1.848806 4.537472 1.870310 2.829295 191.155916 576.743279
2 -255.812975 -5.607934 3.109691 0.350343 153.413446 39.976076 1377.470954 4.843072 871.998018 45.584049 1.875846 4.971728 1.882980 4.082424 194.472621 566.865900
2 -256.044759 -6.173811 3.321272 0.359515 153.129690 39.895551 1372.941124 4.707487 873.259004 48.373951 1.852146 4.737257 1.865033 3.281302 193.440808 567.329469
2 -257.293094 -5.973677 3.139120 0.360709 153.156836 39.789398 1367.598606 4.480852 861.620594 51.791722 1.860826 4.540601 1.883712 3.282140 194.403530 569.826139
