1 -429568.565524 -0.504818 1.539278 0.048662 141.768015 6.722996 597.075595 2.940581 273.249017 11.409749 2.286105 3.086965 1.639334 4.139772 145.728104 0.000000
1 -342541.005384 2.166817 5.462086 0.488385 15.910805 19.624811 1701.423305 4.645772 763.726757 29.830140 0.844955 3.629241 1.310420 13.850530 195.551188 0.000000
1 -416866.866959 1.768627 1.593737 0.434419 160.998996 21.856525 624.863162 1.094855 167.616250 32.082920 3.207708 3.805152 1.590156 12.578756 11.879155 0.000000
1 -289029.587487 -1.368435 -1.984058 0.639452 24.934933 33.412645 1633.250481 4.650973 202.969985 6.950096 3.445966 2.652021 1.642553 16.223310 16.564443 0.000000
1 -417930.007864 -1.259793 10.892235 0.286110 54.569057 19.842998 560.129489 3.086256 211.513378 37.567597 1.413455 4.257576 3.881699 7.830206 136.030399 0.000000
1 -420293.258641 -4.046570 2.513133 0.417484 143.721544 21.962424 673.507242 3.980976 252.784848 27.113411 1.922628 4.040936 1.631307 9.432675 110.549852 0.000000
1 -421523.315151 2.374187 -6.580097 0.504006 173.465388 15.114278 434.499156 3.908196 443.567427 38.277243 1.011449 3.197408 2.118032 6.951289 31.285463 0.000000
1 -342934.172890 -5.981364 3.160120 0.714111 88.281079 11.484824 1800.598687 3.988046 476.798013 79.030153 3.276178 3.517888 1.465211 17.089863 18.449428 0.000000
1 -415100.566941 -5.663315 -2.332959 0.174132 25.798482 37.198254 482.598352 2.217932 168.752576 40.176205 2.755371 3.622361 1.297417 3.323680 41.770476 0.000000
1 -713956.145697 2.798448 -6.531427 0.534067 107.133698 14.421711 1722.523391 1.838737 879.439501 52.332312 3.582336 3.678776 2.114880 11.041041 188.606687 0.000000
1 -427043.797783 -2.991558 1.762218 0.199325 87.150638 39.131627 1065.137160 2.312500 305.439377 65.498492 2.094649 2.449947 2.350395 2.306556 73.674792 -0.652316
1 -440099.852639 -0.107053 -9.816265 0.228707 80.547018 28.801645 1103.954907 4.122162 285.239567 16.759166 2.383401 2.159154 0.740254 5.178145 152.758203 -0.652316
1 -138740.194223 -9.159816 6.613580 0.226308 84.193775 1.842468 907.634457 4.358051 952.288931 25.652788 1.345826 3.846618 1.701053 10.433278 136.148976 -0.652316
1 -429089.283670 5.647709 1.333233 0.555401 165.447564 8.577299 609.390825 2.720531 205.225391 20.900190 2.510069 4.235531 0.654886 11.980951 161.848144 -0.652316
1 -181039.535456 -8.253654 1.401295 0.719572 106.661794 5.491984 1570.952381 0.447825 937.765918 9.965723 2.993215 4.126651 1.291764 19.244365 54.833266 -0.652316
1 -192338.904877 -11.886012 3.278323 0.666307 6.923901 31.871386 1550.621654 3.202245 819.225726 73.334208 2.971869 4.189171 0.747081 6.648841 134.987308 -0.652316
1 -108121.423382 -11.853774 5.868294 0.678383 152.444273 28.097554 1718.215658 3.074609 826.750767 26.178919 1.728067 3.177852 1.620469 8.794830 137.672447 -0.652316
1 -336041.245030 -9.070053 -5.741024 0.504751 93.800280 20.321857 1840.390356 0.802884 224.725929 87.284188 2.067443 2.268754 1.841128 14.279679 45.600539 -0.652316
1 -423656.514137 -11.488643 11.508299 0.615041 113.849148 33.379540 1743.717351 1.939408 995.482971 98.961059 2.880488 4.465140 2.361404 3.801159 176.464924 -0.652316
1 -173910.958844 7.243560 4.717120 0.659171 28.027808 21.488879 1265.680863 4.669952 898.187490 52.949793 2.350608 2.452434 2.342681 1.999885 6.294149 -0.652316
1 -345363.974937 6.001556 6.288246 0.684095 23.748981 29.410177 1856.562510 1.216791 747.970115 99.758791 2.170215 2.018718 1.449995 4.494293 125.541037 -1.233930
1 -403093.475855 2.796901 -11.064390 0.348098 52.916042 37.792263 1919.214637 4.398570 455.051288 54.507231 2.886187 2.548092 2.517281 9.747251 35.904471 -1.233930
1 -138740.194223 -9.159816 6.613580 0.226308 84.193775 1.842468 907.634457 4.358051 952.288931 25.652788 1.345826 3.846618 1.701053 10.433278 136.148976 -1.233930
1 -729914.417635 -8.153493 8.400487 0.024924 161.473610 25.670529 1956.823216 0.705768 461.689357 47.923218 2.060748 4.553539 1.584489 4.075603 32.184404 -1.233930
1 -231281.291753 -3.909766 -10.099279 0.662533 28.851702 21.262858 1847.897487 3.159719 220.514216 24.852036 2.730055 2.508733 0.839661 15.988384 87.669158 -1.233930
1 -578559.366223 -3.754588 -7.946188 0.365929 35.150390 22.207963 1877.441695 1.918777 720.188819 23.472788 1.537316 3.935951 2.768952 4.140660 171.090250 -1.233930
1 -18665.070343 5.546652 3.926845 0.577133 154.760321 17.337565 1360.618046 3.791808 554.958288 82.857732 1.828284 2.091932 1.958205 4.360761 139.539453 -1.233930
1 -416503.571420 -6.641100 -1.721505 0.545430 148.729187 35.264420 755.196148 3.807312 183.402248 97.306004 1.569219 3.236269 2.238778 5.766388 4.605154 -1.233930
1 -24257.357698 7.778986 1.442750 0.463468 158.816027 12.799272 1256.910302 3.556899 393.608338 15.034086 2.504556 2.355040 2.292831 6.868273 173.526988 -1.233930
1 -203929.457303 -4.885212 1.888572 0.718052 70.855090 6.396703 1470.150956 0.592301 589.237085 75.362851 2.810599 4.639354 1.883878 18.918158 92.936659 -1.233930
1 -125796.730798 -10.848622 -3.445250 0.436879 105.984209 27.533346 1841.401399 0.819017 103.075855 32.318609 3.112057 3.170341 1.259566 5.331064 38.897460 -1.443698
1 -61795.721313 10.769649 -5.952125 0.694109 177.401232 31.057302 1302.516845 3.084785 966.368021 43.424575 2.940054 4.395432 2.179931 3.587893 102.307670 -1.443698
1 -64202.047011 -7.221049 2.543756 0.726969 132.334783 9.311429 1094.228512 1.393473 934.515289 38.200469 1.271630 3.310700 2.662353 8.259518 135.348526 -1.443698
1 -54987.612294 -0.840526 -4.036703 0.437698 151.096271 21.978257 1399.183934 0.679823 865.989197 32.900885 1.488875 3.831942 2.400278 2.795731 120.314006 -1.443698
1 -167464.591447 -11.037485 -7.246239 0.724368 109.426186 31.880842 1890.041268 3.625759 829.673668 20.104712 2.501522 3.375971 2.762147 2.942809 175.858032 -1.443698
1 -417806.118122 7.958575 -2.353005 0.235289 139.355893 13.247231 471.491308 2.434485 157.517332 17.858899 1.476514 4.334711 2.810432 9.344740 189.093855 -1.443698
1 -25713.120841 2.317088 8.872355 0.587811 155.797413 28.227113 1219.970341 3.868409 853.055095 94.938340 1.470439 2.894113 2.252759 0.987399 167.172459 -1.443698
1 -105820.376649 -3.589852 0.206603 0.780352 80.299688 31.616132 1358.951812 3.284573 859.249186 63.927010 1.961662 4.189001 2.816489 5.917107 46.811676 -1.443698
1 -72246.034331 11.536036 4.685265 0.408729 71.969694 12.842846 1037.086471 1.494083 950.405050 61.901287 0.690442 3.123429 1.109695 17.636228 32.061489 -1.443698
1 -205569.798295 -4.875120 1.883274 0.718450 70.432822 6.393138 1472.101355 0.582841 588.929254 75.076153 2.813359 4.637018 1.881217 18.931642 92.815617 -1.443698
1 -425663.567651 -0.080204 -5.358583 0.073549 109.488668 34.862983 1053.193428 1.850040 228.957490 86.873216 2.190645 2.899001 4.339137 11.651100 91.524558 -1.884699
1 -81607.510920 8.342895 -7.110605 0.724518 176.244408 32.538333 1399.564863 3.317089 966.525704 39.705492 3.409883 4.308892 2.253814 2.876601 108.072263 -1.884699
1 -201607.396367 10.922589 2.096440 0.483596 0.485985 15.354544 1362.197231 1.208852 870.818389 37.218618 3.026283 3.191056 2.603686 2.362407 122.506963 -1.884699
1 -429067.905680 5.408902 6.797376 0.067429 87.668998 36.763539 1145.359823 3.826228 294.709189 61.138646 3.174074 2.721277 3.065665 6.829096 123.517166 -1.884699
1 -340506.330549 0.445592 3.218657 0.525775 64.589757 8.575974 1559.318305 2.776717 189.096357 40.948721 2.364307 2.504465 0.771194 18.990843 119.540138 -1.884699
1 -415589.222128 4.916749 5.066218 0.756738 141.291161 27.854168 659.027604 4.324847 178.311605 6.497527 1.438579 4.945494 3.138358 0.728273 117.506984 -1.884699
1 -51303.346136 -1.160856 9.204175 0.459008 167.711339 28.192362 1362.462825 4.593329 976.229524 31.789250 4.161485 3.777043 2.535821 9.035006 13.244502 -1.884699
1 -141563.508803 -8.018770 -5.806262 0.541276 78.286264 20.058004 1554.717040 3.378249 703.835970 18.886871 3.118878 2.385610 1.983635 12.194820 36.518696 -1.884699
1 -56233.425305 5.903661 1.569555 0.549219 75.197763 19.326182 1020.785075 1.672735 946.263810 46.615102 3.351449 4.668650 1.884699 16.999257 35.421738 -1.884699
1 -422352.094961 10.828202 -5.523871 0.758171 23.856884 22.315593 469.654795 2.392873 350.408634 69.098342 3.841336 3.691677 1.488384 19.596635 153.048545 -1.884699
1 -137745.602497 9.026916 -0.702829 0.556728 83.570942 22.979514 952.137637 2.415472 976.804927 42.953177 0.818943 4.801783 1.880001 16.919546 48.124095 -2.169383
1 -90906.067386 -11.533282 9.420288 0.603078 116.936218 32.655980 1145.636051 4.237877 978.539043 53.595958 1.178923 3.972604 2.636703 0.394304 103.519205 -2.169383
1 -181070.096747 -0.057206 1.616528 0.637948 12.237201 20.441822 1588.284345 4.082697 630.143116 81.439041 1.910862 2.738866 1.127910 11.998364 81.370022 -2.169383
