1 -511650.074118 -6.044608 10.846258 0.382284 87.704540 6.942830 1298.668070 860.169710 100.953363 0.370256 132.811078 2.409284 2.729321 4.765423 2.876948 2.485629 6.896944 19.499167 88.566435 0.000000
1 -475777.072346 -11.565963 -7.357757 0.238705 36.643050 32.664846 1418.015602 235.922835 39.185668 0.429712 121.272588 2.656031 2.736705 4.012559 1.923867 2.428687 6.159849 27.937490 15.796225 0.000000
1 -942710.196616 7.992258 -0.163231 0.296257 63.302361 20.934381 1964.195598 541.658543 94.074762 0.466643 70.231224 1.936832 1.810750 3.665837 1.566064 2.191290 6.027861 18.049483 198.498514 0.000000
1 -632443.649496 -11.499692 -6.174734 0.175446 176.911931 16.086575 820.701583 307.802503 8.468181 0.016595 52.024976 2.357055 2.726819 2.720658 2.670510 2.321225 7.041630 53.079516 33.461216 0.000000
1 -618251.347308 10.394228 -9.622892 0.214616 28.513793 21.630875 967.424182 118.700453 45.814735 0.362935 9.063652 2.401969 1.407235 2.359286 2.035682 2.372285 7.666730 27.908687 5.439600 0.000000
1 -834430.705770 -2.589395 -1.563479 0.151145 111.171372 18.957380 1866.929473 862.376998 98.572249 0.431612 52.603620 2.652379 1.903018 3.877679 2.004475 1.799613 7.059797 53.004261 39.790869 0.000000
1 -294228.829502 4.091047 4.188800 0.799330 112.826432 38.206640 1975.317227 744.100694 32.274306 0.107603 109.870683 1.766842 2.551005 3.486752 2.525122 2.235306 6.604278 29.663956 18.634108 0.000000
1 -472526.737433 3.614084 3.136368 0.268320 144.385573 32.191803 1880.190335 648.285049 47.052289 0.383124 17.092963 2.617538 1.730141 3.793184 1.822054 1.729355 7.285272 48.122150 120.851721 0.000000
1 -129570.968353 3.352808 4.920259 0.516000 143.365081 17.897126 1136.201537 780.430610 50.138663 0.318552 98.972716 2.265010 2.151633 2.606898 3.108686 2.408815 6.341950 42.918776 109.477417 0.000000
1 -257857.773293 -8.132761 -10.214876 0.351149 98.713969 18.660552 1760.482652 250.179280 113.112858 0.249167 4.940904 2.012068 1.432497 3.015503 1.233823 2.171559 6.382699 53.700331 29.021569 0.000000
1 -341428.278440 -8.848268 9.172616 0.332072 68.184957 8.778314 1350.930709 777.453402 101.572588 0.390297 137.920072 2.478034 1.448976 4.612537 2.678161 2.492346 6.893792 16.035035 72.728672 -0.591510
1 -606137.158408 6.244388 -2.887756 0.014885 85.574794 39.026217 880.833062 124.871166 114.047472 0.037107 129.769386 1.732460 1.753386 4.669521 1.658037 1.861545 6.978355 34.383219 135.766218 -0.591510
1 -75005.228359 7.067752 -0.629091 0.580166 8.794744 30.865432 1210.365519 805.088251 107.475140 0.090399 26.117587 1.850308 2.448970 3.800840 2.483847 1.770581 7.575480 45.490004 67.746802 -0.591510
1 -440278.419434 -3.586584 -10.653334 0.097109 113.140006 31.347775 1622.352028 914.805421 96.554120 0.380408 41.448947 2.182996 1.588944 4.670749 1.928806 2.424884 7.181021 19.678424 115.137639 -0.591510
