#REFERENCE 3 47.2332780 26.7604950
1	-18.593750	-50.742340	0.352535	-4.103493	
1	-18.515625	-50.740584	0.178587	-4.087649	
2	-18.515625	-50.740584	0.178587	-4.087649	
2	-18.447151	-50.703125	0.152718	-4.124907	
3	-18.515625	-50.685946	0.151358	-4.142050	
3	-18.447151	-50.703125	0.152718	-4.124907	
4	-18.593750	-50.644467	0.429984	-4.289842	
4	-18.515625	-50.685946	0.151358	-4.142050	
5	-18.661373	-50.703125	0.454254	-4.225438	
5	-18.593750	-50.742340	0.352535	-4.103493	
6	-18.661373	-50.703125	0.454254	-4.225438	
6	-18.593750	-50.644467	0.429984	-4.289842	
7	-38.444716	-32.890625	-3.832902	0.892640	
7	-38.437500	-32.910047	-3.844633	0.890928	
8	-38.515625	-32.831844	-3.584777	0.774608	
8	-38.444716	-32.890625	-3.832902	0.892640	
9	-38.536880	-32.812500	-3.552495	0.703389	
9	-38.515625	-32.831844	-3.584777	0.774608	
10	-38.437500	-32.910047	-3.844633	0.890928	
10	-38.405455	-32.890625	-3.910532	0.870743	
11	-38.405455	-32.890625	-3.910532	0.870743	
11	-38.362269	-32.812500	-3.989649	0.736549	
12	-38.362269	-32.812500	-3.989649	0.736549	
12	-38.407507	-32.734375	-3.914441	0.536233	
13	-38.437500	-32.692957	-3.799124	0.471049	
13	-38.407507	-32.734375	-3.914441	0.536233	
14	-38.536880	-32.812500	-3.552495	0.703389	
14	-38.562897	-32.734375	-3.562456	0.551637	
15	-38.515625	-32.670036	-3.642252	0.471832	
15	-38.437500	-32.692957	-3.799124	0.471049	
16	-38.562897	-32.734375	-3.562456	0.551637	
16	-38.515625	-32.670036	-3.642252	0.471832	
17	-17.500980	-38.750000	2.415164	4.140337	
17	-17.500000	-38.751296	2.415187	4.140355	
18	-17.862540	-38.593750	2.913971	3.881271	
18	-17.812500	-38.608003	2.913906	3.895260	
19	-17.957585	-38.515625	2.910656	3.845647	
19	-17.890625	-38.536230	2.910181	3.846950	
20	-17.890625	-38.536230	2.910181	3.846950	
20	-17.862540	-38.593750	2.913971	3.881271	
21	-17.890625	-38.494596	2.902792	3.830894	
21	-17.812500	-38.503238	2.884068	3.810595	
22	-17.957585	-38.515625	2.910656	3.845647	
22	-17.890625	-38.494596	2.902792	3.830894	
23	-17.731154	-38.671875	2.880575	4.029957	
23	-17.656250	-38.735091	2.690335	4.186704	
24	-17.734375	-38.653607	2.897069	3.989233	
24	-17.731154	-38.671875	2.880575	4.029957	
25	-17.812500	-38.608003	2.913906	3.895260	
25	-17.734375	-38.653607	2.897069	3.989233	
26	-17.656250	-38.735091	2.690335	4.186704	
26	-17.578125	-38.743274	2.510521	4.189911	
27	-17.578125	-38.743274	2.510521	4.189911	
27	-17.500980	-38.750000	2.415164	4.140337	
28	-17.500000	-38.631531	2.368266	3.978704	
28	-17.522409	-38.593750	2.400911	3.891365	
29	-17.656250	-38.524192	2.719810	3.732576	
29	-17.578125	-38.559334	2.514874	3.772304	
30	-17.578125	-38.559334	2.514874	3.772304	
30	-17.522409	-38.593750	2.400911	3.891365	
31	-17.734375	-38.523491	2.842688	3.777504	
31	-17.793477	-38.515625	2.880797	3.807644	
32	-17.734375	-38.523491	2.842688	3.777504	
32	-17.656250	-38.524192	2.719810	3.732576	
33	-17.812500	-38.503238	2.884068	3.810595	
33	-17.793477	-38.515625	2.880797	3.807644	
34	-17.343750	-38.775699	2.367538	4.093813	
34	-17.272286	-38.750000	2.361226	4.080892	
35	-17.421875	-38.769644	2.382984	4.111481	
35	-17.343750	-38.775699	2.367538	4.093813	
36	-17.500000	-38.751296	2.415187	4.140355	
36	-17.421875	-38.769644	2.382984	4.111481	
37	-17.343750	-38.731686	2.361692	4.078524	
37	-17.396412	-38.671875	2.360128	4.043911	
38	-17.421875	-38.666713	2.360251	4.038408	
38	-17.396412	-38.671875	2.360128	4.043911	
39	-17.500000	-38.631531	2.368266	3.978704	
39	-17.421875	-38.666713	2.360251	4.038408	
40	-17.343750	-38.731686	2.361692	4.078524	
40	-17.272286	-38.750000	2.361226	4.080892	
41	-14.913078	-34.843750	3.667231	6.373501	
41	-14.843750	-34.875183	3.659479	6.384306	
42	-14.807447	-34.921875	3.650928	6.411405	
42	-14.765625	-34.928893	3.645880	6.428416	
43	-14.765625	-34.928893	3.645880	6.428416	
43	-14.687500	-34.976521	3.555647	6.560904	
44	-14.687500	-34.849328	3.577629	6.335619	
44	-14.744505	-34.843750	3.629611	6.359614	
45	-14.843750	-34.875183	3.659479	6.384306	
45	-14.807447	-34.921875	3.650928	6.411405	
46	-14.843750	-34.805136	3.658018	6.371185	
46	-14.765625	-34.816320	3.633096	6.360579	
47	-14.765625	-34.816320	3.633096	6.360579	
47	-14.744505	-34.843750	3.629611	6.359614	
48	-14.913078	-34.843750	3.667231	6.373501	
48	-14.843750	-34.805136	3.658018	6.371185	
49	-10.078125	-31.286667	3.235279	9.228765	
49	-10.000000	-31.314531	3.187433	9.200795	
50	-10.154697	-31.250000	3.299164	9.262261	
50	-10.078125	-31.286667	3.235279	9.228765	
51	-10.944443	-31.015625	4.291951	8.757032	
51	-10.937500	-31.017680	4.290894	8.759128	
52	-11.015625	-30.976600	4.305361	8.732209	
52	-10.944443	-31.015625	4.291951	8.757032	
53	-11.088510	-30.937500	4.317911	8.712351	
53	-11.015625	-30.976600	4.305361	8.732209	
54	-10.691876	-31.093750	4.240713	8.870667	
54	-10.625000	-31.106966	4.220310	8.915081	
55	-10.781250	-31.066850	4.262893	8.819865	
55	-10.703125	-31.089070	4.244475	8.862150	
56	-10.703125	-31.089070	4.244475	8.862150	
56	-10.691876	-31.093750	4.240713	8.870667	
57	-10.937500	-31.017680	4.290894	8.759128	
57	-10.859375	-31.043386	4.277720	8.786629	
58	-10.859375	-31.043386	4.277720	8.786629	
58	-10.781250	-31.066850	4.262893	8.819865	
59	-10.703125	-30.713495	4.212793	8.637073	
59	-10.736791	-30.703125	4.227305	8.644288	
60	-10.703125	-30.713495	4.212793	8.637073	
60	-10.625000	-30.746888	4.175739	8.617821	
61	-10.781250	-30.682302	4.243106	8.651758	
61	-10.736791	-30.703125	4.227305	8.644288	
62	-10.859375	-30.657958	4.269691	8.663151	
62	-10.781250	-30.682302	4.243106	8.651758	
63	-10.937500	-30.640618	4.293214	8.671504	
63	-10.859375	-30.657958	4.269691	8.663151	
64	-11.172851	-30.859375	4.335637	8.690449	
64	-11.171875	-30.860141	4.335454	8.690635	
65	-11.171875	-30.860141	4.335454	8.690635	
65	-11.093750	-30.931567	4.319211	8.710491	
66	-11.172851	-30.859375	4.335637	8.690449	
66	-11.214246	-30.781250	4.347451	8.680502	
67	-11.093750	-30.931567	4.319211	8.710491	
67	-11.088510	-30.937500	4.317911	8.712351	
68	-11.015625	-30.632340	4.314093	8.677002	
68	-10.937500	-30.640618	4.293214	8.671504	
69	-11.093750	-30.639152	4.332340	8.679667	
69	-11.015625	-30.632340	4.314093	8.677002	
70	-11.214246	-30.781250	4.347451	8.680502	
70	-11.203444	-30.703125	4.350832	8.678602	
71	-11.171875	-30.674676	4.346854	8.679429	
71	-11.093750	-30.639152	4.332340	8.679667	
72	-11.203444	-30.703125	4.350832	8.678602	
72	-11.171875	-30.674676	4.346854	8.679429	
73	-10.546875	-31.125233	4.179904	8.991361	
73	-10.468750	-31.147458	4.093200	9.110781	
74	-10.625000	-31.106966	4.220310	8.915081	
74	-10.546875	-31.125233	4.179904	8.991361	
75	-10.367484	-31.171875	3.834509	9.290833	
75	-10.312500	-31.204745	3.629407	9.332676	
76	-10.390625	-31.168320	3.909380	9.256385	
76	-10.367484	-31.171875	3.834509	9.290833	
77	-10.468750	-31.147458	4.093200	9.110781	
77	-10.390625	-31.168320	3.909380	9.256385	
