1 -227147.965967 9.993656 7.249855 0.786649 64.801881 33.456091 1760.785958 1.989953 760.331123 20.160021 2.707349 3.440512 3.579695 3.209946 0.928024 6.699264 138.764242 0.000000
1 -457923.586206 -8.369044 0.408134 0.523466 67.944351 24.117012 1780.419933 3.771304 562.977906 57.180238 3.142224 1.169859 3.289894 2.959439 0.895424 12.534697 99.714890 0.000000
1 -878297.544285 -4.708436 8.805195 0.456600 89.575598 35.776593 1973.159520 0.099096 756.463459 84.930149 3.109601 2.997043 4.688329 3.285307 1.972448 15.188604 185.945676 0.000000
1 -285225.951438 -3.369784 -4.524214 0.456204 37.815999 38.120545 1248.683390 4.024014 966.297407 62.759019 3.024811 1.841999 3.098547 3.424815 1.471273 15.510810 17.137506 0.000000
1 -350166.070585 2.063963 -6.781669 0.750763 99.198632 14.685180 1756.677150 1.981517 232.599778 39.026845 1.730703 2.526868 3.178819 3.046080 2.013135 12.254233 39.566485 0.000000
1 -772152.996917 8.488066 4.032195 0.286047 123.475397 22.044201 987.201217 4.514722 290.677313 26.274095 1.964485 4.157500 4.465350 2.959535 1.205994 6.686816 27.506164 0.000000
1 -750653.716811 -11.009213 8.154729 0.019330 18.273607 39.095993 1116.627391 2.670510 174.166988 63.843255 1.737482 0.872314 4.109329 2.951785 3.325652 13.955985 63.517606 0.000000
1 -757862.204779 -8.764393 -6.813744 0.025393 138.545770 6.000550 477.571250 0.530551 162.161263 92.543404 2.479961 2.381009 4.265192 3.272765 3.459231 15.997664 189.354407 0.000000
1 -739150.144689 -4.574187 4.819142 0.522244 34.080178 26.114649 507.512203 0.598467 180.293118 63.919928 2.336178 1.101397 3.802273 3.286559 2.264939 0.447390 8.919996 0.000000
1 -746686.695050 10.119094 2.831309 0.242707 99.020365 12.689719 662.230415 0.023119 108.727974 72.040229 2.050312 3.572658 2.237061 2.998345 2.101889 13.985706 106.443759 0.000000
1 -218523.953287 3.090322 7.139068 0.699849 15.766155 14.024559 1440.956419 3.478554 922.477458 14.820555 0.680025 1.722049 4.261784 2.863823 2.226463 5.610722 81.922322 -0.745479
1 -782050.355875 9.245075 -0.809381 0.505736 126.288325 38.891516 844.266219 3.257709 506.209482 69.415013 2.255514 3.947487 2.376763 2.755303 3.084821 9.196350 174.125487 -0.745479
1 -612383.203475 -4.459992 8.300009 0.407461 108.281359 30.561816 1817.390688 4.619739 577.715597 75.549368 2.955263 3.307935 4.513878 3.522303 2.092604 14.768417 170.183602 -0.745479
1 -740822.617446 -5.350300 1.490196 0.325502 171.325584 16.573873 458.809163 1.441515 109.551106 29.490369 2.258774 2.582889 3.026857 3.033070 2.368991 15.125543 124.976757 -0.745479
1 -393724.651120 3.046376 -6.444619 0.776708 92.922118 15.565745 1831.568899 1.998084 267.633450 38.492610 1.757505 2.572397 3.204581 3.056298 1.939833 11.742043 39.986822 -0.745479
1 -744446.004069 4.023902 6.040514 0.603883 116.721188 27.336201 472.907320 0.635943 338.930356 64.131105 1.532077 1.618123 3.336716 3.088725 0.853310 6.474463 129.124778 -0.745479
1 -593173.451739 -7.490236 -4.713058 0.786535 40.653816 12.114602 1774.848389 4.120884 962.250648 16.646368 3.895078 1.503351 4.575822 2.969991 1.634022 3.788098 57.518228 -0.745479
1 -252797.695022 -6.390736 3.605814 0.531289 92.989524 38.412338 1111.138507 3.472466 858.112123 68.775243 2.598131 1.730156 3.757428 2.726997 1.857684 16.885205 190.985235 -0.745479
1 -739150.144689 -4.574187 4.819142 0.522244 34.080178 26.114649 507.512203 0.598467 180.293118 63.919928 2.336178 1.101397 3.802273 3.286559 2.264939 0.447390 8.919996 -0.745479
1 -744806.232112 10.284607 2.778907 0.245499 99.534882 12.529739 633.794647 0.033294 100.814055 71.646004 2.025266 3.513315 2.211442 2.995488 2.084555 13.820539 105.366776 -0.745479
1 -249700.003998 3.673866 2.936761 0.708086 68.459982 15.273277 1528.220558 4.211467 403.271196 31.813910 2.207202 3.780251 2.820331 2.990468 2.734264 12.514299 198.969759 -1.379620
1 -750856.981448 6.862653 11.514191 0.615120 87.204970 25.171857 944.099354 1.846980 237.975376 11.686044 2.321532 1.072309 4.518121 3.161666 2.915730 9.132720 47.569085 -1.379620
1 -589047.694383 -4.516885 8.420458 0.406075 107.275843 30.627532 1806.070106 4.603988 576.912358 75.829239 2.962796 3.275924 4.511826 3.589219 2.094593 14.620663 169.466609 -1.379620
1 -549396.859970 -4.962806 1.799981 0.641644 22.626181 26.691801 1823.610020 4.184376 479.798965 98.440987 2.507509 0.404031 4.706577 3.097339 0.475581 8.952051 106.986174 -1.379620
1 -250323.746642 1.039610 -7.142852 0.649100 141.240445 19.964204 1701.903010 2.398780 281.183238 36.267602 1.942214 3.433527 4.089750 2.986207 2.061084 16.224200 91.549658 -1.379620
1 -38182.130139 5.610937 -0.299021 0.547922 154.817141 24.990362 1376.120761 2.674989 733.896513 54.437165 1.305793 2.021021 2.767957 2.988630 1.041077 3.693139 61.627250 -1.379620
1 -538449.047579 -7.279273 -4.745495 0.794705 38.068853 11.652535 1764.330460 4.088998 971.883620 14.949548 3.503114 1.453397 4.568779 2.957900 1.637965 3.532224 55.052124 -1.379620
1 -185280.178547 -10.742607 -8.064262 0.514802 88.724304 36.670218 1256.773083 3.196111 863.403991 62.127115 3.484860 2.053736 4.259226 3.224974 1.940277 12.301584 197.285323 -1.379620
1 -739360.500087 -4.988612 5.633190 0.501858 34.928158 26.942578 506.729428 0.743208 197.412681 65.965823 2.395580 1.155660 3.874559 3.316443 2.273676 0.614475 16.108130 -1.379620
1 -758843.204674 0.934329 -6.063575 0.689943 146.893434 34.732710 810.439301 3.273707 385.272019 31.611263 2.691788 2.618991 2.888927 3.122581 2.259746 14.575192 80.503039 -1.379620
1 -694021.508132 5.573715 -5.672947 0.721059 158.654004 9.407017 1782.105119 2.502461 520.421777 7.111050 2.258373 3.272803 2.318623 3.027996 3.173434 14.823179 130.802562 -1.926852
1 -134894.676557 0.207951 -3.471370 0.406774 8.398695 35.530664 1419.612359 0.893176 871.384592 27.694977 1.176699 2.979843 2.289954 3.080318 2.213456 11.640309 183.031122 -1.926852
1 -997596.722213 -4.305921 4.100679 0.401805 148.695729 29.844411 1911.117820 0.375911 697.363561 56.940384 3.048202 2.631854 4.897176 2.694532 1.382753 17.606718 134.020659 -1.926852
