#REFERENCE 3 47.2332780 26.7604953
1.3 7.867 -2.463 0.000 0.000 0.00 1.270 1.29 -21.193 6.761 1.29 0.00
1.3 7.867 -2.463 0.000 0.000 0.00 1.270 1.29 -1.113 0.164 1.29 0.00
1.3 7.867 -2.463 0.000 0.000 0.00 1.270 1.29 19.090 -32.710 1.29 0.00
1.3 7.867 -2.463 0.000 0.000 0.00 1.270 1.29 30.242 -20.164 1.29 0.00
1.3 7.867 -2.463 0.000 0.000 0.00 1.270 1.29 35.320 19.759 1.29 0.00
1.2 14.486 -0.510 0.000 0.000 0.00 1.270 -1.10 -13.953 -0.337 -1.10 0.00
1.2 14.486 -0.510 0.000 0.000 0.00 1.270 -1.10 -4.404 -0.566 -1.10 0.00
1.2 14.486 -0.510 0.000 0.000 0.00 1.270 -1.10 43.186 19.773 -1.10 0.00
1.1 13.334 -0.065 0.000 0.000 0.00 1.270 0.64 -16.050 -0.707 0.64 0.00
1.1 13.334 -0.065 0.000 0.000 0.00 1.270 0.64 -3.593 -0.725 0.64 0.00
1.1 13.334 -0.065 0.000 0.000 0.00 1.270 0.64 41.382 21.495 0.64 0.00
K2c 3.337 -3.484 0.000 0.000 0.00 1.624 1.27 -24.468 15.994 1.27 0.00
K2c 3.337 -3.484 0.000 0.000 0.00 1.624 1.27 -7.537 -41.068 1.27 0.00
K2c 3.337 -3.484 0.000 0.000 0.00 1.624 1.27 0.430 0.453 1.27 0.00
K2c 3.337 -3.484 0.000 0.000 0.00 1.624 1.27 27.509 27.316 1.27 0.00
K2c 3.337 -3.484 0.000 0.000 0.00 1.624 1.27 32.089 -13.390 1.27 0.00
K2b 3.110 -4.270 0.000 0.000 0.00 1.624 1.24 -23.032 18.027 1.24 0.00
K2b 3.110 -4.270 0.000 0.000 0.00 1.624 1.24 -8.113 -41.878 1.24 0.00
K2b 3.110 -4.270 0.000 0.000 0.00 1.624 1.24 0.508 0.663 1.24 0.00
